100	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	JACRKE01	1-14-0-10-51-16	1-14-0-10-51-16 sp002774795
101	Bacteria	Patescibacteria	Gracilibacteria	Peribacterales	Peribacteraceae	1-14-0-10-55-24	1-14-0-10-55-24 sp002772745
102	Bacteria	Patescibacteria	Microgenomatia	UBA1400	PJMF01	1-14-0-10-56-10	1-14-0-10-56-10 sp002772645
103	Bacteria	Patescibacteria	Paceibacteria	UBA6257	XYB1-36-10	1-14-0-20-35-14	1-14-0-20-35-14 sp002796205
104	Bacteria	Patescibacteria	ABY1	Magasanikbacterales	UBA922	1-14-0-20-39-34	1-14-0-20-39-34 sp002787355
105	Bacteria	Patescibacteria	ABY1	Magasanikbacterales	UBA922	1-14-0-20-39-34	1-14-0-20-39-34 sp020632445
106	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	UBA6187	1-14-0-20-39-49	1-14-0-20-39-49 sp002787635
107	Bacteria	UBA10199	UBA10199	2-02-FULL-44-16	2-02-FULL-44-16	1-14-0-20-42-23	1-14-0-20-42-23 sp002796345
108	Bacteria	Bdellovibrionota	UBA2394	UBA2394	UBA2394	1-14-0-20-45-16	1-14-0-20-45-16 sp002787535
109	Bacteria	Pseudomonadota	Gammaproteobacteria	UBA12402	UBA12402	1-14-0-20-46-22	1-14-0-20-46-22 sp002796245
110	Bacteria	UBA10199	UBA10199	GCA-002796325	1-14-0-20-47-16	1-14-0-20-47-16	1-14-0-20-47-16 sp002796325
111	Bacteria	UBA10199	UBA10199	GCA-002796325	1-14-0-20-49-13	1-14-0-20-49-13	1-14-0-20-49-13 sp002796305
112	Bacteria	Omnitrophota	Koll11	1-14-0-20-64-10	1-14-0-20-64-10	1-14-0-20-64-10	1-14-0-20-64-10 sp002787095
113	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	UBA10348	1-14-0-65-60-17	1-14-0-65-60-17 sp002787815
114	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	1-14-2-50-31-20	1-14-2-50-31-20 sp002786785
115	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	1-14-2-50-31-20	1-14-2-50-31-20 sp018818165
116	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	1-14-2-50-31-20	1-14-2-50-31-20 sp021647785
117	Bacteria	Patescibacteria	Gracilibacteria	1-14-2-50-48-13	1-14-2-50-48-13	1-14-2-50-48-13	1-14-2-50-48-13 sp002783265
118	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	1-19	1-19 sp001922585
119	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	1-19	1-19 sp002837195
120	Bacteria	Bacillota_G	Limnochordia	DTU010	DTU010	1109	1109 sp001028815
121	Bacteria	Bacillota_G	Limnochordia	DTU010	DTU010	1109	1109 sp012521465
122	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	1162T-S-0a-05	1162T-S-0a-05 sp000964245
123	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	Zambryskibacteraceae	12-FULL-43-12b	12-FULL-43-12b sp001823875
124	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	Zambryskibacteraceae	12-FULL-44-12b	12-FULL-44-12b sp001823695
125	Bacteria	Patescibacteria	Paceibacteria	2-02-FULL-40-12	IGHO2-12-FULL-4	12-FULL-45-19b	12-FULL-45-19b sp001794605
126	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	12-FULL-67-14b	12-FULL-67-14b sp001768615
127	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	12-FULL-67-14b	12-FULL-67-14b sp002737365
128	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	12-FULL-67-14b	12-FULL-67-14b sp009694735
129	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	12-FULL-67-14b	12-FULL-67-14b sp016871275
130	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	12-FULL-67-14b	12-FULL-67-14b sp019752015
131	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	12-FULL-67-14b	12-FULL-67-14b sp021730945
132	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	12-FULL-67-14b	12-FULL-67-14b sp945866285
133	Bacteria	Bacillota_A	Clostridia	UBA1381	UBA1381	12844	12844 sp017443895
134	Bacteria	Bacillota_A	Clostridia	UBA1381	UBA1381	12844	12844 sp021205715
135	Bacteria	Bacillota_A	Clostridia	UBA1381	UBA1381	12844	12844 sp902783115
136	Bacteria	CSP1-3	CSP1-3	CSP1-3	13-1-40CM-64-14	13-1-40CM-64-14	13-1-40CM-64-14 sp001917855
137	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	13-1-40CM-70-15	13-1-40CM-70-15 sp003223415
138	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp001914695
139	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp003136935
140	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp003156695
141	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp005877705
142	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp005877965
143	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp005878095
144	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp005878835
145	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp018240525
146	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp018241425
147	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp018241445
148	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp018241505
149	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp019235245
150	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp019242385
151	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp019247195
152	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp019352035
153	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021777555
154	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021781775
155	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021787615
156	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021790795
157	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021792555
158	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021792755
159	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021792815
160	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021797465
161	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021798335
162	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021805275
163	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021805865
164	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021807675
165	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021808195
166	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021809525
167	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021815905
168	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021815925
169	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021816775
170	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021817875
171	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021820785
172	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021822385
173	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021826035
174	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021838065
175	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021838635
176	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021843755
177	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021845825
178	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021847105
179	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021849615
180	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021850555
181	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19	13-2-20CM-66-19 sp021851405
182	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	13-2-20CM-68-14	13-2-20CM-68-14 sp001914705
183	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	13-2-20CM-68-14	13-2-20CM-68-14 sp005883955
184	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	13-2-20CM-68-14	13-2-20CM-68-14 sp005884005
185	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	13-2-20CM-68-14	13-2-20CM-68-14 sp005888315
186	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	14-2 sp000403255
187	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	14-2 sp000403315
188	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	14-2 sp000403845
189	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	14-2 sp001940225
190	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	14-2 sp004793545
191	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	14-2 sp009774455
192	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	14-2 sp009911185
193	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	14-2 sp011960065
194	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	14-2 sp012519695
195	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	14-2 sp021769425
196	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	14-2 sp022790855
197	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	14-2 sp022792535
